Level,Date and Time,Source,Event ID,Task Category,Log,Computer
Error,9/27/2017 8:25:44 AM,EventCreate,1,None,Application,djkvdihost718.jakarta01.com,JAKARTA01\Lily  
Error,9/27/2017 8:25:20 AM,EventCreate,1,None,Application,djkvdihost561.jakarta01.com,JAKARTA01\LILY AISYAH  
Error,9/27/2017 8:25:19 AM,EventCreate,1,None,Application,djkvdihost669.jakarta01.com,JAKARTA01\yoga  
Error,9/27/2017 8:25:03 AM,EventCreate,1,None,Application,djkvdihost201.jakarta01.com,JAKARTA01\Ahmad Hidayat  
Error,9/27/2017 8:24:58 AM,EventCreate,1,None,Application,djkvdihost663.jakarta01.com,JAKARTA01\Marganda  
Error,9/27/2017 8:24:35 AM,EventCreate,1,None,Application,djkvdihost776.jakarta01.com,JAKARTA01\Yulistial  
Error,9/27/2017 8:24:35 AM,EventCreate,1,None,Application,djkvdihost241.jakarta01.com,JAKARTA01\wicaksono  
Error,9/27/2017 8:24:32 AM,EventCreate,1,None,Application,djkvdihost543.jakarta01.com,JAKARTA01\mochammad  
Error,9/27/2017 8:24:26 AM,EventCreate,1,None,Application,djkvdihost308.jakarta01.com,JAKARTA01\DEVI  
Error,9/27/2017 8:24:19 AM,EventCreate,1,None,Application,djkvdihost693.jakarta01.com,JAKARTA01\guestisd03  
Error,9/27/2017 8:23:37 AM,EventCreate,1,None,Application,djkvdihost732.jakarta01.com,JAKARTA01\Darmawan  
Error,9/27/2017 8:23:35 AM,EventCreate,1,None,Application,djkvdihost757.jakarta01.com,JAKARTA01\Ida  
Error,9/27/2017 8:23:18 AM,EventCreate,1,None,Application,djkvdihost434.jakarta01.com,JAKARTA01\henry st  
Error,9/27/2017 8:23:12 AM,EventCreate,1,None,Application,djkvdihost205.jakarta01.com,JAKARTA01\palmella  
Error,9/27/2017 8:23:07 AM,EventCreate,1,None,Application,djkvdihost074.jakarta01.com,JAKARTA01\Siti Atikah  
Error,9/27/2017 8:22:46 AM,EventCreate,1,None,Application,djkvdihost724.jakarta01.com,JAKARTA01\Yustine  
Error,9/27/2017 8:22:20 AM,EventCreate,1,None,Application,djkvdihost110.jakarta01.com,JAKARTA01\tara  
Error,9/27/2017 8:22:11 AM,EventCreate,1,None,Application,djkvdihost059.jakarta01.com,JAKARTA01\nadea  
Error,9/27/2017 8:22:11 AM,EventCreate,1,None,Application,djkvdihost266.jakarta01.com,JAKARTA01\harumi  
Error,9/27/2017 8:21:57 AM,EventCreate,1,None,Application,djkvdihost774.jakarta01.com,JAKARTA01\Adjeng  
Error,9/27/2017 8:21:18 AM,EventCreate,1,None,Application,djkvdihost876.jakarta01.com,JAKARTA01\deddy  
Error,9/27/2017 8:21:45 AM,EventCreate,1,None,Application,djkvdihost691.jakarta01.com,JAKARTA01\alifah  
Error,9/27/2017 8:21:42 AM,EventCreate,1,None,Application,djkvdihost348.jakarta01.com,JAKARTA01\Hilma  
Error,9/27/2017 8:21:41 AM,EventCreate,1,None,Application,djkvdihost735.jakarta01.com,JAKARTA01\veronicam  
Error,9/27/2017 8:21:37 AM,EventCreate,1,None,Application,djkvdihost862.jakarta01.com,JAKARTA01\natasya  
Error,9/27/2017 8:21:36 AM,EventCreate,1,None,Application,djkvdihost209.jakarta01.com,JAKARTA01\Anton 2  
Error,9/27/2017 8:21:05 AM,EventCreate,1,None,Application,djkvdihost800.jakarta01.com,JAKARTA01\Lordy  
Error,9/27/2017 8:21:02 AM,WSH,1,None,Application,djkvdihost059.jakarta01.com,"CN=Nadea Endar Kesuma password will expire in 4 day(s) at 10/1/2017 8:20:18 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:21:25 AM,EventCreate,1,None,Application,djkvdihost081.jakarta01.com,JAKARTA01\rifan  
Error,9/27/2017 8:21:19 AM,EventCreate,1,None,Application,djkvdihost317.jakarta01.com,JAKARTA01\Didik  
Error,9/27/2017 8:21:01 AM,WSH,1,None,Application,djkvdihost059.jakarta01.com,"CN=Nadea Endar Kesuma password will expire in 4 day(s) at 10/1/2017 8:20:18 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:20:57 AM,EventCreate,1,None,Application,djkvdihost876.jakarta01.com,JAKARTA01\deddy  
Error,9/27/2017 8:20:24 AM,EventCreate,1,None,Application,djkvdihost800.jakarta01.com,JAKARTA01\Lordy  
Error,9/27/2017 8:19:59 AM,WSH,1,None,Application,djkvdihost800.jakarta01.com,"CN=Lordy Perdana Purba password will expire in 4 day(s) at 10/1/2017 1:47:43 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:20:07 AM,EventCreate,1,None,Application,djkvdihost714.jakarta01.com,JAKARTA01\sylvia  
Error,9/27/2017 8:20:24 AM,EventCreate,1,None,Application,djkvdihost699.jakarta01.com,JAKARTA01\elvina  
Error,9/27/2017 8:20:01 AM,Application Error,1000,(100),Application,djkvdihost699.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d336c0cacb4592
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: fb2e9191-a321-11e7-8b32-0050569f7795"
Error,9/27/2017 8:19:59 AM,WSH,1,None,Application,djkvdihost800.jakarta01.com,"CN=Lordy Perdana Purba password will expire in 4 day(s) at 10/1/2017 1:47:43 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:19:42 AM,EventCreate,1,None,Application,djkvdihost178.jakarta01.com,JAKARTA01\ardiana  
Error,9/27/2017 8:20:04 AM,EventCreate,1,None,Application,djkvdihost714.jakarta01.com,JAKARTA01\sylvia  
Error,9/27/2017 8:19:57 AM,EventCreate,1,None,Application,djkvdihost460.jakarta01.com,JAKARTA01\michiko  
Error,9/27/2017 8:19:53 AM,EventCreate,1,None,Application,djkvdihost131.jakarta01.com,JAKARTA01\widya utami  
Error,9/27/2017 8:19:23 AM,EventCreate,1,None,Application,djkvdihost404.jakarta01.com,JAKARTA01\mdendy  
Error,9/27/2017 8:19:19 AM,EventCreate,1,None,Application,djkvdihost404.jakarta01.com,JAKARTA01\mdendy  
Error,9/27/2017 8:19:47 AM,EventCreate,1,None,Application,djkvdihost699.jakarta01.com,JAKARTA01\elvina  
Error,9/27/2017 8:19:35 AM,EventCreate,1,None,Application,djkvdihost178.jakarta01.com,JAKARTA01\ardiana  
Error,9/27/2017 8:19:28 AM,EventCreate,1,None,Application,djkvdihost300.jakarta01.com,JAKARTA01\magdalena  
Error,9/27/2017 8:18:53 AM,WSH,1,None,Application,djkvdihost131.jakarta01.com,"CN=Widya Utami Ketuyahman password will expire in 1 day(s) at 9/28/2017 8:10:15 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:19:18 AM,EventCreate,1,None,Application,djkvdihost761.jakarta01.com,JAKARTA01\Marlina  
Error,9/27/2017 8:19:16 AM,EventCreate,1,None,Application,djkvdihost105.jakarta01.com,JAKARTA01\warda  
Error,9/27/2017 8:19:15 AM,EventCreate,1,None,Application,djkvdihost100.jakarta01.com,JAKARTA01\guestisd37  
Error,9/27/2017 8:19:12 AM,EventCreate,1,None,Application,djkvdihost247.jakarta01.com,JAKARTA01\evi  
Error,9/27/2017 8:18:27 AM,WSH,1,None,Application,djkvdihost105.jakarta01.com,"CN=Warda Husna Harahap password will expire in 1 day(s) at 9/28/2017 7:48:27 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:18:52 AM,WSH,1,None,Application,djkvdihost131.jakarta01.com,"CN=Widya Utami Ketuyahman password will expire in 1 day(s) at 9/28/2017 8:10:15 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:18:41 AM,EventCreate,1,None,Application,djkvdihost194.jakarta01.com,JAKARTA01\hemayani  
Error,9/27/2017 8:18:32 AM,EventCreate,1,None,Application,djkvdihost811.jakarta01.com,JAKARTA01\Tri Ari  
Error,9/27/2017 8:18:31 AM,EventCreate,1,None,Application,djkvdihost225.jakarta01.com,JAKARTA01\liza  
Error,9/27/2017 8:18:27 AM,EventCreate,1,None,Application,djkvdihost805.jakarta01.com,JAKARTA01\denny  
Error,9/27/2017 8:18:26 AM,WSH,1,None,Application,djkvdihost105.jakarta01.com,"CN=Warda Husna Harahap password will expire in 1 day(s) at 9/28/2017 7:48:27 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:18:18 AM,EventCreate,1,None,Application,djkvdihost705.jakarta01.com,JAKARTA01\Bagus Gede  
Error,9/27/2017 8:18:00 AM,EventCreate,1,None,Application,djkvdihost619.jakarta01.com,JAKARTA01\maya  
Error,9/27/2017 8:17:59 AM,EventCreate,1,None,Application,djkvdihost147.jakarta01.com,JAKARTA01\hendry  
Error,9/27/2017 8:17:43 AM,EventCreate,1,None,Application,djkvdihost793.jakarta01.com,JAKARTA01\shinta  
Error,9/27/2017 8:17:42 AM,EventCreate,1,None,Application,djkvdihost613.jakarta01.com,JAKARTA01\gian  
Error,9/27/2017 8:17:42 AM,EventCreate,1,None,Application,djkvdihost637.jakarta01.com,JAKARTA01\mutiman  
Error,9/27/2017 8:17:32 AM,EventCreate,1,None,Application,djkvdihost664.jakarta01.com,JAKARTA01\Adang  
Error,9/27/2017 8:17:32 AM,EventCreate,1,None,Application,djkvdihost274.jakarta01.com,JAKARTA01\Ariestyo  
Error,9/27/2017 8:16:29 AM,EventCreate,1,None,Application,djkvdihost251.jakarta01.com,JAKARTA01\hertanto  
Error,9/27/2017 8:16:22 AM,Application Error,1000,(100),Application,djkvdihost251.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d336b8e4e001cd
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 78c0ab12-a321-11e7-864b-0050569f13e4"
Error,9/27/2017 8:16:38 AM,EventCreate,1,None,Application,djkvdihost373.jakarta01.com,JAKARTA01\ubaedi  
Error,9/27/2017 8:16:30 AM,EventCreate,1,None,Application,djkvdihost644.jakarta01.com,JAKARTA01\eriku  
Error,9/27/2017 8:16:11 AM,EventCreate,1,None,Application,djkvdihost153.jakarta01.com,JAKARTA01\Agus  
Error,9/27/2017 8:16:06 AM,EventCreate,1,None,Application,djkvdihost540.jakarta01.com,JAKARTA01\bella  
Error,9/27/2017 8:16:06 AM,EventCreate,1,None,Application,djkvdihost898.jakarta01.com,JAKARTA01\StellaH  
Error,9/27/2017 8:16:06 AM,EventCreate,1,None,Application,djkvdihost152.jakarta01.com,JAKARTA01\Liasyah  
Error,9/27/2017 8:16:04 AM,EventCreate,1,None,Application,djkvdihost666.jakarta01.com,JAKARTA01\Jauw  
Error,9/27/2017 8:15:56 AM,EventCreate,1,None,Application,djkvdihost089.jakarta01.com,JAKARTA01\sulaiman  
Error,9/27/2017 8:15:55 AM,EventCreate,1,None,Application,djkvdihost477.jakarta01.com,JAKARTA01\smuhidin  
Error,9/27/2017 8:15:51 AM,EventCreate,1,None,Application,djkvdihost326.jakarta01.com,JAKARTA01\devita  
Error,9/27/2017 8:15:50 AM,EventCreate,1,None,Application,djkvdihost527.jakarta01.com,JAKARTA01\haedar  
Error,9/27/2017 8:15:40 AM,EventCreate,1,None,Application,djkvdihost736.jakarta01.com,JAKARTA01\Rosulla  
Error,9/27/2017 8:15:22 AM,EventCreate,1,None,Application,djkvdihost094.jakarta01.com,JAKARTA01\ahmad  
Error,9/27/2017 8:15:17 AM,EventCreate,1,None,Application,djkvdihost263.jakarta01.com,JAKARTA01\katrin  
Error,9/27/2017 8:15:14 AM,EventCreate,1,None,Application,djkvdihost403.jakarta01.com,JAKARTA01\william  
Error,9/27/2017 8:15:13 AM,EventCreate,1,None,Application,djkvdihost457.jakarta01.com,JAKARTA01\kristiana  
Error,9/27/2017 8:14:38 AM,WSH,1,None,Application,djkvdihost736.jakarta01.com,"CN=Rosulla Topan Berliana password will expire in 4 day(s) at 10/1/2017 8:34:48 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:15:06 AM,EventCreate,1,None,Application,djkvdihost491.jakarta01.com,JAKARTA01\rahma  
Error,9/27/2017 8:14:38 AM,WSH,1,None,Application,djkvdihost736.jakarta01.com,"CN=Rosulla Topan Berliana password will expire in 4 day(s) at 10/1/2017 8:34:48 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:14:36 AM,EventCreate,1,None,Application,djkvdihost813.jakarta01.com,JAKARTA01\cecilia  
Error,9/27/2017 8:14:19 AM,EventCreate,1,None,Application,djkvdihost009.jakarta01.com,JAKARTA01\Armanto  
Error,9/27/2017 8:13:27 AM,EventCreate,1,None,Application,djkvdihost419.jakarta01.com,JAKARTA01\adriani  
Error,9/27/2017 8:13:22 AM,EventCreate,1,None,Application,djkvdihost419.jakarta01.com,JAKARTA01\adriani  
Error,9/27/2017 8:13:14 AM,EventCreate,1,None,Application,djkvdihost307.jakarta01.com,JAKARTA01\bryan  
Error,9/27/2017 8:13:36 AM,EventCreate,1,None,Application,djkvdihost066.jakarta01.com,JAKARTA01\tasin  
Error,9/27/2017 8:13:33 AM,EventCreate,1,None,Application,djkvdihost353.jakarta01.com,JAKARTA01\rimico  
Error,9/27/2017 8:12:56 AM,EventCreate,1,None,Application,djkvdihost354.jakarta01.com,JAKARTA01\Latiefah  
Error,9/27/2017 8:13:23 AM,EventCreate,1,None,Application,djkvdihost475.jakarta01.com,JAKARTA01\sandi  
Error,9/27/2017 8:13:16 AM,EventCreate,1,None,Application,djkvdihost737.jakarta01.com,JAKARTA01\augtiaji  
Error,9/27/2017 8:13:15 AM,EventCreate,1,None,Application,djkvdihost410.jakarta01.com,JAKARTA01\hari  
Error,9/27/2017 8:13:13 AM,EventCreate,1,None,Application,djkvdihost344.jakarta01.com,JAKARTA01\chinthiars  
Error,9/27/2017 8:13:12 AM,EventCreate,1,None,Application,djkvdihost419.jakarta01.com,JAKARTA01\adriani  
Error,9/27/2017 8:13:11 AM,EventCreate,1,None,Application,djkvdihost727.jakarta01.com,JAKARTA01\indrak  
Error,9/27/2017 8:12:39 AM,EventCreate,1,None,Application,djkvdihost299.jakarta01.com,JAKARTA01\alex  
Error,9/27/2017 8:13:08 AM,EventCreate,1,None,Application,djkvdihost706.jakarta01.com,JAKARTA01\rahayu  
Error,9/27/2017 8:13:04 AM,Application Error,1000,(100),Application,djkvdihost307.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d336b678e1edcd
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 029a99b4-a321-11e7-a58b-0050569f2ce9"
Error,9/27/2017 8:13:03 AM,EventCreate,1,None,Application,djkvdihost019.jakarta01.com,JAKARTA01\bellaisya  
Error,9/27/2017 8:12:58 AM,EventCreate,1,None,Application,djkvdihost802.jakarta01.com,JAKARTA01\dimas adhi  
Error,9/27/2017 8:13:03 AM,EventCreate,1,None,Application,djkvdihost002.jakarta01.com,JAKARTA01\erik  
Error,9/27/2017 8:13:02 AM,EventCreate,1,None,Application,djkvdihost826.jakarta01.com,JAKARTA01\novitarini  
Error,9/27/2017 8:12:26 AM,WSH,1,None,Application,djkvdihost737.jakarta01.com,"CN=Augtiaji Awang Baskoro password will expire in 1 day(s) at 9/28/2017 8:00:28 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:12:55 AM,EventCreate,1,None,Application,djkvdihost002.jakarta01.com,JAKARTA01\erik  
Error,9/27/2017 8:12:51 AM,EventCreate,1,None,Application,djkvdihost748.jakarta01.com,JAKARTA01\mahendra  
Error,9/27/2017 8:12:49 AM,EventCreate,1,None,Application,djkvdihost484.jakarta01.com,JAKARTA01\driarkoro  
Error,9/27/2017 8:12:47 AM,EventCreate,1,None,Application,djkvdihost802.jakarta01.com,JAKARTA01\dimas adhi  
Error,9/27/2017 8:12:41 AM,EventCreate,1,None,Application,djkvdihost016.jakarta01.com,JAKARTA01\GUESTISD32  
Error,9/27/2017 8:12:39 AM,EventCreate,1,None,Application,djkvdihost354.jakarta01.com,JAKARTA01\Latiefah  
Error,9/27/2017 8:12:24 AM,WSH,1,None,Application,djkvdihost737.jakarta01.com,"CN=Augtiaji Awang Baskoro password will expire in 1 day(s) at 9/28/2017 8:00:28 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:12:19 AM,EventCreate,1,None,Application,djkvdihost324.jakarta01.com,JAKARTA01\wisnu  
Error,9/27/2017 8:12:05 AM,EventCreate,1,None,Application,djkvdihost688.jakarta01.com,JAKARTA01\yulia rifanda  
Error,9/27/2017 8:12:04 AM,WSH,1,None,Application,djkvdihost307.jakarta01.com,"CN=Bryan Tanri password will expire in 4 day(s) at 10/1/2017 4:42:52 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:12:04 AM,WSH,1,None,Application,djkvdihost307.jakarta01.com,"CN=Bryan Tanri password will expire in 4 day(s) at 10/1/2017 4:42:52 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:11:36 AM,EventCreate,1,None,Application,djkvdihost299.jakarta01.com,JAKARTA01\alex  
Error,9/27/2017 8:11:03 AM,EventCreate,1,None,Application,djkvdihost569.jakarta01.com,JAKARTA01\achmadr  
Error,9/27/2017 8:10:33 AM,EventCreate,1,None,Application,djkvdihost899.jakarta01.com,JAKARTA01\matthew  
Error,9/27/2017 8:10:15 AM,EventCreate,1,None,Application,djkvdihost480.jakarta01.com,JAKARTA01\rozi  
Error,9/27/2017 8:10:13 AM,EventCreate,1,None,Application,djkvdihost268.jakarta01.com,JAKARTA01\Tino  
Error,9/27/2017 8:10:12 AM,EventCreate,1,None,Application,djkvdihost411.jakarta01.com,JAKARTA01\andi almira  
Error,9/27/2017 8:10:10 AM,WSH,1,None,Application,djkvdihost899.jakarta01.com,"CN=Matthew Hanzel password will expire in 1 day(s) at 9/28/2017 7:34:54 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:10:09 AM,WSH,1,None,Application,djkvdihost899.jakarta01.com,"CN=Matthew Hanzel password will expire in 1 day(s) at 9/28/2017 7:34:54 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:09:58 AM,EventCreate,1,None,Application,djkvdihost261.jakarta01.com,JAKARTA01\yulianty  
Error,9/27/2017 8:09:55 AM,EventCreate,1,None,Application,djkvdihost028.jakarta01.com,JAKARTA01\Yudhadp  
Error,9/27/2017 8:09:47 AM,EventCreate,1,None,Application,djkvdihost181.jakarta01.com,JAKARTA01\angga  
Error,9/27/2017 8:09:45 AM,EventCreate,1,None,Application,djkvdihost175.jakarta01.com,JAKARTA01\oliviales  
Error,9/27/2017 8:09:43 AM,EventCreate,1,None,Application,djkvdihost438.jakarta01.com,JAKARTA01\Nirmala  
Error,9/27/2017 8:09:41 AM,EventCreate,1,None,Application,djkvdihost312.jakarta01.com,JAKARTA01\andi wijaya  
Error,9/27/2017 8:09:25 AM,EventCreate,1,None,Application,djkvdihost411.jakarta01.com,JAKARTA01\andi almira  
Error,9/27/2017 8:08:53 AM,EventCreate,1,None,Application,djkvdihost092.jakarta01.com,JAKARTA01\syifa  
Error,9/27/2017 8:09:08 AM,EventCreate,1,None,Application,djkvdihost499.jakarta01.com,JAKARTA01\laila  
Error,9/27/2017 8:08:31 AM,EventCreate,1,None,Application,djkvdihost824.jakarta01.com,JAKARTA01\trisnawati  
Error,9/27/2017 8:08:55 AM,EventCreate,1,None,Application,djkvdihost243.jakarta01.com,JAKARTA01\R Syafira  
Error,9/27/2017 8:08:21 AM,EventCreate,1,None,Application,djkvdihost140.jakarta01.com,JAKARTA01\Pratama  
Error,9/27/2017 8:08:49 AM,EventCreate,1,None,Application,djkvdihost162.jakarta01.com,JAKARTA01\indriyani  
Error,9/27/2017 8:08:49 AM,EventCreate,1,None,Application,djkvdihost432.jakarta01.com,JAKARTA01\hanna  
Error,9/27/2017 8:08:49 AM,EventCreate,1,None,Application,djkvdihost653.jakarta01.com,JAKARTA01\Yonanda  
Error,9/27/2017 8:08:33 AM,Application Error,1000,(100),Application,djkvdihost653.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d336b74ff6697a
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 614ddf75-a320-11e7-abe3-0050569f4206"
Error,9/27/2017 8:08:31 AM,EventCreate,1,None,Application,djkvdihost130.jakarta01.com,JAKARTA01\arismanm  
Error,9/27/2017 8:08:29 AM,EventCreate,1,None,Application,djkvdihost807.jakarta01.com,JAKARTA01\Puspitasari  
Error,9/27/2017 8:08:15 AM,EventCreate,1,None,Application,djkvdihost684.jakarta01.com,JAKARTA01\teguh  
Error,9/27/2017 8:07:46 AM,WSH,1,None,Application,djkvdihost140.jakarta01.com,"CN=Pratama password will expire in 4 day(s) at 10/1/2017 8:19:55 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:08:09 AM,EventCreate,1,None,Application,djkvdihost824.jakarta01.com,JAKARTA01\trisnawati  
Error,9/27/2017 8:08:05 AM,EventCreate,1,None,Application,djkvdihost347.jakarta01.com,JAKARTA01\amanda chandra  
Error,9/27/2017 8:07:35 AM,WSH,1,None,Application,djkvdihost092.jakarta01.com,"CN=Syifa Silvia password will expire in 4 day(s) at 10/1/2017 8:17:07 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:07:55 AM,EventCreate,1,None,Application,djkvdihost713.jakarta01.com,JAKARTA01\dini hariyani  
Error,9/27/2017 8:07:52 AM,EventCreate,1,None,Application,djkvdihost113.jakarta01.com,JAKARTA01\fauziah wildan  
Error,9/27/2017 8:07:44 AM,WSH,1,None,Application,djkvdihost140.jakarta01.com,"CN=Pratama password will expire in 4 day(s) at 10/1/2017 8:19:55 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:07:40 AM,EventCreate,1,None,Application,djkvdihost314.jakarta01.com,JAKARTA01\Helena  
Error,9/27/2017 8:07:37 AM,EventCreate,1,None,Application,djkvdihost801.jakarta01.com,JAKARTA01\netra  
Error,9/27/2017 8:07:35 AM,EventCreate,1,None,Application,djkvdihost322.jakarta01.com,JAKARTA01\yusdian  
Error,9/27/2017 8:07:35 AM,WSH,1,None,Application,djkvdihost092.jakarta01.com,"CN=Syifa Silvia password will expire in 4 day(s) at 10/1/2017 8:17:07 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:07:27 AM,EventCreate,1,None,Application,djkvdihost281.jakarta01.com,JAKARTA01\Puspa  
Error,9/27/2017 8:06:54 AM,EventCreate,1,None,Application,djkvdihost169.jakarta01.com,JAKARTA01\Aisyah  
Error,9/27/2017 8:06:48 AM,EventCreate,1,None,Application,djkvdihost636.jakarta01.com,JAKARTA01\reza  
Error,9/27/2017 8:06:42 AM,EventCreate,1,None,Application,djkvdihost269.jakarta01.com,JAKARTA01\Clara  
Error,9/27/2017 8:06:32 AM,EventCreate,1,None,Application,djkvdihost822.jakarta01.com,JAKARTA01\priscilla  
Error,9/27/2017 8:06:24 AM,EventCreate,1,None,Application,djkvdihost378.jakarta01.com,JAKARTA01\krisnawan  
Error,9/27/2017 8:06:24 AM,EventCreate,1,None,Application,djkvdihost401.jakarta01.com,JAKARTA01\erminawati  
Error,9/27/2017 8:06:19 AM,EventCreate,1,None,Application,djkvdihost567.jakarta01.com,JAKARTA01\Azis Budianto  
Error,9/27/2017 8:06:15 AM,EventCreate,1,None,Application,djkvdihost647.jakarta01.com,JAKARTA01\muhammady  
Error,9/27/2017 8:06:06 AM,EventCreate,1,None,Application,djkvdihost371.jakarta01.com,JAKARTA01\sergi  
Error,9/27/2017 8:06:00 AM,EventCreate,1,None,Application,djkvdihost003.jakarta01.com,JAKARTA01\amiratul  
Error,9/27/2017 8:05:54 AM,EventCreate,1,None,Application,djkvdihost880.jakarta01.com,JAKARTA01\Amelia  
Error,9/27/2017 8:05:49 AM,EventCreate,1,None,Application,djkvdihost085.jakarta01.com,JAKARTA01\enrikko  
Error,9/27/2017 8:05:49 AM,EventCreate,1,None,Application,djkvdihost790.jakarta01.com,JAKARTA01\zaldi  
Error,9/27/2017 8:05:46 AM,EventCreate,1,None,Application,djkvdihost240.jakarta01.com,JAKARTA01\Anton  
Error,9/27/2017 8:05:45 AM,EventCreate,1,None,Application,djkvdihost134.jakarta01.com,JAKARTA01\rizal  
Error,9/27/2017 8:05:42 AM,EventCreate,1,None,Application,djkvdihost387.jakarta01.com,JAKARTA01\Teguh Aji  
Error,9/27/2017 8:05:39 AM,EventCreate,1,None,Application,djkvdihost634.jakarta01.com,JAKARTA01\sitti  
Error,9/27/2017 8:05:31 AM,EventCreate,1,None,Application,djkvdihost743.jakarta01.com,JAKARTA01\sonson  
Error,9/27/2017 8:05:29 AM,EventCreate,1,None,Application,djkvdihost221.jakarta01.com,JAKARTA01\polyska  
Error,9/27/2017 8:05:22 AM,EventCreate,1,None,Application,djkvdihost829.jakarta01.com,JAKARTA01\mega  
Error,9/27/2017 8:05:20 AM,EventCreate,1,None,Application,djkvdihost795.jakarta01.com,JAKARTA01\wulanf  
Error,9/27/2017 8:05:14 AM,EventCreate,1,None,Application,djkvdihost587.jakarta01.com,JAKARTA01\fathiya  
Error,9/27/2017 8:05:10 AM,EventCreate,1,None,Application,djkvdihost719.jakarta01.com,JAKARTA01\mutiara  
Error,9/27/2017 8:05:06 AM,EventCreate,1,None,Application,djkvdihost635.jakarta01.com,JAKARTA01\adityo  
Error,9/27/2017 8:04:54 AM,EventCreate,1,None,Application,djkvdihost254.jakarta01.com,JAKARTA01\subhan  
Error,9/27/2017 8:04:52 AM,EventCreate,1,None,Application,djkvdihost753.jakarta01.com,JAKARTA01\erika  
Error,9/27/2017 8:04:42 AM,EventCreate,1,None,Application,djkvdihost065.jakarta01.com,JAKARTA01\tyas  
Error,9/27/2017 8:04:36 AM,EventCreate,1,None,Application,djkvdihost359.jakarta01.com,JAKARTA01\brenda  
Error,9/27/2017 8:04:08 AM,EventCreate,1,None,Application,djkvdihost214.jakarta01.com,JAKARTA01\mery  
