Level,Date and Time,Source,Event ID,Task Category,Log,Computer
Error,9/27/2017 8:04:05 AM,Application Error,1000,(100),Application,djkvdihost214.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x630
Faulting application start time: 0x01d336e7d48001dc
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: c183f2cb-a31f-11e7-8f45-0050569f50f1"
Error,9/27/2017 8:04:30 AM,EventCreate,1,None,Application,djkvdihost183.jakarta01.com,JAKARTA01\EDameria  
Error,9/27/2017 8:04:21 AM,EventCreate,1,None,Application,djkvdihost588.jakarta01.com,JAKARTA01\Festy  
Error,9/27/2017 8:04:20 AM,EventCreate,1,None,Application,djkvdihost572.jakarta01.com,JAKARTA01\dhimas  
Error,9/27/2017 8:04:17 AM,EventCreate,1,None,Application,djkvdihost275.jakarta01.com,JAKARTA01\yansen  
Error,9/27/2017 8:04:17 AM,EventCreate,1,None,Application,djkvdihost220.jakarta01.com,JAKARTA01\rbagus  
Error,9/27/2017 8:03:47 AM,EventCreate,1,None,Application,djkvdihost681.jakarta01.com,JAKARTA01\melany  
Error,9/27/2017 8:03:41 AM,Application Error,1000,(100),Application,djkvdihost681.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x63c
Faulting application start time: 0x01d336ad11a0b963
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: b35fa35b-a31f-11e7-ae59-0050569f4c33"
Error,9/27/2017 8:04:05 AM,EventCreate,1,None,Application,djkvdihost214.jakarta01.com,JAKARTA01\mery  
Error,9/27/2017 8:03:53 AM,EventCreate,1,None,Application,djkvdihost779.jakarta01.com,JAKARTA01\nora  
Error,9/27/2017 8:03:30 AM,EventCreate,1,None,Application,djkvdihost779.jakarta01.com,JAKARTA01\nora  
Error,9/27/2017 8:03:54 AM,EventCreate,1,None,Application,djkvdihost294.jakarta01.com,JAKARTA01\samsul  
Error,9/27/2017 8:03:41 AM,EventCreate,1,None,Application,djkvdihost086.jakarta01.com,JAKARTA01\samekto  
Error,9/27/2017 8:03:41 AM,EventCreate,1,None,Application,djkvdihost528.jakarta01.com,JAKARTA01\Chairul  
Error,9/27/2017 8:03:40 AM,EventCreate,1,None,Application,djkvdihost382.jakarta01.com,JAKARTA01\puri  
Error,9/27/2017 8:03:36 AM,EventCreate,1,None,Application,djkvdihost585.jakarta01.com,JAKARTA01\alexsandro  
Error,9/27/2017 8:02:54 AM,WSH,1,None,Application,djkvdihost294.jakarta01.com,"CN=Samsul Bahri password will expire in 4 day(s) at 10/1/2017 8:25:56 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:03:24 AM,EventCreate,1,None,Application,djkvdihost426.jakarta01.com,JAKARTA01\Donna  
Error,9/27/2017 8:03:06 AM,WSH,1,None,Application,djkvdihost779.jakarta01.com,"CN=Nora Amelia password will expire in 4 day(s) at 10/1/2017 8:01:13 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:03:20 AM,EventCreate,1,None,Application,djkvdihost051.jakarta01.com,JAKARTA01\Yunita2  
Error,9/27/2017 8:03:16 AM,EventCreate,1,None,Application,djkvdihost442.jakarta01.com,JAKARTA01\anderson  
Error,9/27/2017 8:03:12 AM,EventCreate,1,None,Application,djkvdihost006.jakarta01.com,JAKARTA01\Rizky Anggari  
Error,9/27/2017 8:03:10 AM,EventCreate,1,None,Application,djkvdihost189.jakarta01.com,JAKARTA01\wulan  
Error,9/27/2017 8:03:10 AM,EventCreate,1,None,Application,djkvdihost554.jakarta01.com,JAKARTA01\ita shabrina  
Error,9/27/2017 8:03:09 AM,EventCreate,1,None,Application,djkvdihost421.jakarta01.com,JAKARTA01\iva  
Error,9/27/2017 8:03:08 AM,EventCreate,1,None,Application,djkvdihost253.jakarta01.com,JAKARTA01\Yunita  
Error,9/27/2017 8:03:06 AM,EventCreate,1,None,Application,djkvdihost379.jakarta01.com,JAKARTA01\kristian  
Error,9/27/2017 8:03:04 AM,WSH,1,None,Application,djkvdihost779.jakarta01.com,"CN=Nora Amelia password will expire in 4 day(s) at 10/1/2017 8:01:13 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:03:02 AM,EventCreate,1,None,Application,djkvdihost453.jakarta01.com,JAKARTA01\JUNETTE  
Error,9/27/2017 8:02:59 AM,EventCreate,1,None,Application,djkvdihost504.jakarta01.com,JAKARTA01\istiningsih  
Error,9/27/2017 8:02:58 AM,EventCreate,1,None,Application,djkvdihost265.jakarta01.com,JAKARTA01\yosie  
Error,9/27/2017 8:02:58 AM,EventCreate,1,None,Application,djkvdihost166.jakarta01.com,JAKARTA01\Nurhayati  
Error,9/27/2017 8:02:53 AM,EventCreate,1,None,Application,djkvdihost166.jakarta01.com,JAKARTA01\Nurhayati  
Error,9/27/2017 8:02:53 AM,WSH,1,None,Application,djkvdihost294.jakarta01.com,"CN=Samsul Bahri password will expire in 4 day(s) at 10/1/2017 8:25:56 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:02:52 AM,EventCreate,1,None,Application,djkvdihost067.jakarta01.com,JAKARTA01\poespita  
Error,9/27/2017 8:02:16 AM,EventCreate,1,None,Application,djkvdihost648.jakarta01.com,JAKARTA01\lisa  
Error,9/27/2017 8:02:45 AM,EventCreate,1,None,Application,djkvdihost557.jakarta01.com,JAKARTA01\arum eka  
Error,9/27/2017 8:02:41 AM,EventCreate,1,None,Application,djkvdihost796.jakarta01.com,JAKARTA01\MAUREEN  
Error,9/27/2017 8:02:08 AM,EventCreate,1,None,Application,djkvdihost646.jakarta01.com,JAKARTA01\DanielAW  
Error,9/27/2017 8:02:03 AM,EventCreate,1,None,Application,djkvdihost139.jakarta01.com,JAKARTA01\nungi  
Error,9/27/2017 8:02:33 AM,EventCreate,1,None,Application,djkvdihost176.jakarta01.com,JAKARTA01\Chaterin  
Error,9/27/2017 8:02:27 AM,EventCreate,1,None,Application,djkvdihost723.jakarta01.com,JAKARTA01\aprilia  
Error,9/27/2017 8:02:24 AM,EventCreate,1,None,Application,djkvdihost302.jakarta01.com,JAKARTA01\ahmad zainul  
Error,9/27/2017 8:02:24 AM,EventCreate,1,None,Application,djkvdihost409.jakarta01.com,JAKARTA01\Arlyne  
Error,9/27/2017 8:02:13 AM,EventCreate,1,None,Application,djkvdihost418.jakarta01.com,JAKARTA01\fahrul  
Error,9/27/2017 8:02:13 AM,EventCreate,1,None,Application,djkvdihost648.jakarta01.com,JAKARTA01\lisa  
Error,9/27/2017 8:02:10 AM,EventCreate,1,None,Application,djkvdihost394.jakarta01.com,JAKARTA01\arinie  
Error,9/27/2017 8:02:03 AM,EventCreate,1,None,Application,djkvdihost646.jakarta01.com,JAKARTA01\DanielAW  
Error,9/27/2017 8:02:00 AM,EventCreate,1,None,Application,djkvdihost339.jakarta01.com,JAKARTA01\Risqia  
Error,9/27/2017 8:02:01 AM,EventCreate,1,None,Application,djkvdihost800.jakarta01.com,JAKARTA01\budir  
Error,9/27/2017 8:02:01 AM,EventCreate,1,None,Application,djkvdihost047.jakarta01.com,JAKARTA01\WulanAn  
Error,9/27/2017 8:01:58 AM,EventCreate,1,None,Application,djkvdihost658.jakarta01.com,JAKARTA01\imam  
Error,9/27/2017 8:01:53 AM,EventCreate,1,None,Application,djkvdihost471.jakarta01.com,JAKARTA01\Novianawati  
Error,9/27/2017 8:01:50 AM,EventCreate,1,None,Application,djkvdihost139.jakarta01.com,JAKARTA01\nungi  
Error,9/27/2017 8:01:49 AM,EventCreate,1,None,Application,djkvdihost485.jakarta01.com,JAKARTA01\heriansyah  
Error,9/27/2017 8:01:43 AM,EventCreate,1,None,Application,djkvdihost020.jakarta01.com,JAKARTA01\natalie  
Error,9/27/2017 8:01:40 AM,EventCreate,1,None,Application,djkvdihost681.jakarta01.com,JAKARTA01\melany  
Error,9/27/2017 8:01:39 AM,EventCreate,1,None,Application,djkvdihost633.jakarta01.com,JAKARTA01\ivan  
Error,9/27/2017 8:01:35 AM,EventCreate,1,None,Application,djkvdihost701.jakarta01.com,JAKARTA01\marie  
Error,9/27/2017 8:01:26 AM,EventCreate,1,None,Application,djkvdihost677.jakarta01.com,JAKARTA01\yosephine  
Error,9/27/2017 8:00:50 AM,EventCreate,1,None,Application,djkvdihost609.jakarta01.com,JAKARTA01\henry  
Error,9/27/2017 8:01:19 AM,EventCreate,1,None,Application,djkvdihost165.jakarta01.com,JAKARTA01\alfiari  
Error,9/27/2017 8:01:17 AM,EventCreate,1,None,Application,djkvdihost135.jakarta01.com,JAKARTA01\diah dwi  
Error,9/27/2017 8:01:18 AM,EventCreate,1,None,Application,djkvdihost778.jakarta01.com,JAKARTA01\melani  
Error,9/27/2017 8:01:12 AM,EventCreate,1,None,Application,djkvdihost777.jakarta01.com,JAKARTA01\yorika  
Error,9/27/2017 8:00:27 AM,EventCreate,1,None,Application,djkvdihost023.jakarta01.com,JAKARTA01\niluh  
Error,9/27/2017 8:00:56 AM,EventCreate,1,None,Application,djkvdihost792.jakarta01.com,JAKARTA01\devid  
Error,9/27/2017 8:00:50 AM,Application Error,1000,(100),Application,djkvdihost609.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x638
Faulting application start time: 0x01d3369feb023b5e
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 4d7a13d3-a31f-11e7-9a47-0050569f2bc8"
Error,9/27/2017 8:00:47 AM,EventCreate,1,None,Application,djkvdihost771.jakarta01.com,JAKARTA01\Bambang  
Error,9/27/2017 8:00:41 AM,EventCreate,1,None,Application,djkvdihost267.jakarta01.com,JAKARTA01\Tammyana  
Error,9/27/2017 8:00:17 AM,WSH,1,None,Application,djkvdihost135.jakarta01.com,"CN=Diah Dwi Ayulestari password will expire in 4 day(s) at 10/1/2017 5:19:33 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:00:17 AM,WSH,1,None,Application,djkvdihost135.jakarta01.com,"CN=Diah Dwi Ayulestari password will expire in 4 day(s) at 10/1/2017 5:19:33 PM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 8:00:14 AM,EventCreate,1,None,Application,djkvdihost023.jakarta01.com,JAKARTA01\niluh  
Error,9/27/2017 8:00:14 AM,EventCreate,1,None,Application,djkvdihost579.jakarta01.com,JAKARTA01\meri  
Error,9/27/2017 8:00:09 AM,EventCreate,1,None,Application,djkvdihost694.jakarta01.com,JAKARTA01\aprianto  
Error,9/27/2017 7:59:39 AM,WSH,1,None,Application,djkvdihost579.jakarta01.com,"CN=Meri Saadah password will expire in 4 day(s) at 10/1/2017 7:33:03 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:59:39 AM,EventCreate,1,None,Application,djkvdihost492.jakarta01.com,JAKARTA01\myreshka  
Error,9/27/2017 7:59:38 AM,WSH,1,None,Application,djkvdihost579.jakarta01.com,"CN=Meri Saadah password will expire in 4 day(s) at 10/1/2017 7:33:03 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:59:20 AM,EventCreate,1,None,Application,djkvdihost079.jakarta01.com,JAKARTA01\dewi  
Error,9/27/2017 7:59:17 AM,EventCreate,1,None,Application,djkvdihost138.jakarta01.com,JAKARTA01\Nur Maya  
Error,9/27/2017 7:59:13 AM,EventCreate,1,None,Application,djkvdihost386.jakarta01.com,JAKARTA01\sugiarto  
Error,9/27/2017 7:59:12 AM,EventCreate,1,None,Application,djkvdihost325.jakarta01.com,JAKARTA01\nila  
Error,9/27/2017 7:59:10 AM,EventCreate,1,None,Application,djkvdihost280.jakarta01.com,JAKARTA01\MegaDN  
Error,9/27/2017 7:59:07 AM,EventCreate,1,None,Application,djkvdihost279.jakarta01.com,JAKARTA01\hadid  
Error,9/27/2017 7:59:05 AM,EventCreate,1,None,Application,djkvdihost785.jakarta01.com,JAKARTA01\dwi septiyanti  
Error,9/27/2017 7:58:59 AM,Application Error,1000,(100),Application,djkvdihost279.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x634
Faulting application start time: 0x01d336b9f67cfd6d
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: 0b6921fa-a31f-11e7-9e73-0050569f6cfb"
Error,9/27/2017 7:58:57 AM,EventCreate,1,None,Application,djkvdihost250.jakarta01.com,JAKARTA01\aticha  
Error,9/27/2017 7:58:54 AM,EventCreate,1,None,Application,djkvdihost772.jakarta01.com,JAKARTA01\Dian Permata  
Error,9/27/2017 7:58:19 AM,WSH,1,None,Application,djkvdihost250.jakarta01.com,"CN=Aticha Astary password will expire in 1 day(s) at 9/28/2017 6:55:15 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:58:17 AM,EventCreate,1,None,Application,djkvdihost863.jakarta01.com,JAKARTA01\bayu  
Error,9/27/2017 7:58:37 AM,EventCreate,1,None,Application,djkvdihost259.jakarta01.com,JAKARTA01\Devina  
Error,9/27/2017 7:58:36 AM,EventCreate,1,None,Application,djkvdihost108.jakarta01.com,JAKARTA01\Dilla  
Error,9/27/2017 7:58:19 AM,EventCreate,1,None,Application,djkvdihost470.jakarta01.com,JAKARTA01\fajar  
Error,9/27/2017 7:58:18 AM,WSH,1,None,Application,djkvdihost250.jakarta01.com,"CN=Aticha Astary password will expire in 1 day(s) at 9/28/2017 6:55:15 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:58:11 AM,EventCreate,1,None,Application,djkvdihost443.jakarta01.com,JAKARTA01\meity  
Error,9/27/2017 7:58:08 AM,EventCreate,1,None,Application,djkvdihost425.jakarta01.com,JAKARTA01\komangsd  
Error,9/27/2017 7:58:07 AM,EventCreate,1,None,Application,djkvdihost717.jakarta01.com,JAKARTA01\himawan  
Error,9/27/2017 7:57:32 AM,WSH,1,None,Application,djkvdihost863.jakarta01.com,"CN=Andi Bayu W password will expire in 1 day(s) at 9/28/2017 8:06:14 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:57:26 AM,EventCreate,1,None,Application,djkvdihost404.jakarta01.com,JAKARTA01\mdendy  
Error,9/27/2017 7:57:51 AM,EventCreate,1,None,Application,djkvdihost593.jakarta01.com,JAKARTA01\anggata  
Error,9/27/2017 7:57:13 AM,WSH,1,None,Application,djkvdihost470.jakarta01.com,"CN=Fajar Kusuma password will expire in 1 day(s) at 9/28/2017 7:48:23 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:57:41 AM,EventCreate,1,None,Application,djkvdihost831.jakarta01.com,JAKARTA01\mirawati  
Error,9/27/2017 7:57:40 AM,EventCreate,1,None,Application,djkvdihost248.jakarta01.com,JAKARTA01\Beny  
Error,9/27/2017 7:57:32 AM,EventCreate,1,None,Application,djkvdihost187.jakarta01.com,JAKARTA01\luthfi  
Error,9/27/2017 7:57:31 AM,WSH,1,None,Application,djkvdihost863.jakarta01.com,"CN=Andi Bayu W password will expire in 1 day(s) at 9/28/2017 8:06:14 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:57:19 AM,Application Error,1000,(100),Application,djkvdihost404.jakarta01.com,"Faulting application name: spoolsv.exe, version: 6.1.7601.17777, time stamp: 0x4f35efc3
Faulting module name: msvcrt.dll, version: 7.0.7601.17744, time stamp: 0x4eeaf722
Exception code: 0xc0000005
Fault offset: 0x0000aa14
Faulting process id: 0x630
Faulting application start time: 0x01d336b69aa28db5
Faulting application path: C:\Windows\System32\spoolsv.exe
Faulting module path: C:\Windows\system32\msvcrt.dll
Report Id: cf7f74bf-a31e-11e7-8ac4-0050569f50b8"
Error,9/27/2017 7:57:17 AM,EventCreate,1,None,Application,djkvdihost070.jakarta01.com,JAKARTA01\gallant  
Error,9/27/2017 7:57:13 AM,WSH,1,None,Application,djkvdihost470.jakarta01.com,"CN=Fajar Kusuma password will expire in 1 day(s) at 9/28/2017 7:48:23 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:57:04 AM,EventCreate,1,None,Application,djkvdihost509.jakarta01.com,JAKARTA01\yenni  
Error,9/27/2017 7:57:03 AM,EventCreate,1,None,Application,djkvdihost525.jakarta01.com,JAKARTA01\ginanjar  
Error,9/27/2017 7:56:52 AM,EventCreate,1,None,Application,djkvdihost893.jakarta01.com,JAKARTA01\Enjang  
Error,9/27/2017 7:56:45 AM,EventCreate,1,None,Application,djkvdihost627.jakarta01.com,JAKARTA01\melly  
Error,9/27/2017 7:56:43 AM,EventCreate,1,None,Application,djkvdihost311.jakarta01.com,JAKARTA01\dimas  
Error,9/27/2017 7:56:39 AM,EventCreate,1,None,Application,djkvdihost900.jakarta01.com,JAKARTA01\Agus Sutikno  
Error,9/27/2017 7:56:36 AM,EventCreate,1,None,Application,djkvdihost674.jakarta01.com,JAKARTA01\Putri Damayanti  
Error,9/27/2017 7:56:24 AM,EventCreate,1,None,Application,djkvdihost782.jakarta01.com,JAKARTA01\eka prastica  
Error,9/27/2017 7:56:24 AM,EventCreate,1,None,Application,djkvdihost101.jakarta01.com,JAKARTA01\airin  
Error,9/27/2017 7:56:23 AM,EventCreate,1,None,Application,djkvdihost043.jakarta01.com,JAKARTA01\M Said  
Error,9/27/2017 7:56:20 AM,EventCreate,1,None,Application,djkvdihost602.jakarta01.com,JAKARTA01\Pradita  
Error,9/27/2017 7:56:18 AM,EventCreate,1,None,Application,djkvdihost643.jakarta01.com,JAKARTA01\ALTHEA  
Error,9/27/2017 7:56:02 AM,EventCreate,1,None,Application,djkvdihost118.jakarta01.com,JAKARTA01\Jessica  
Error,9/27/2017 7:55:44 AM,EventCreate,1,None,Application,djkvdihost218.jakarta01.com,JAKARTA01\Daniel  
Error,9/27/2017 7:55:06 AM,WSH,1,None,Application,djkvdihost118.jakarta01.com,"CN=Jessica password will expire in 1 day(s) at 9/28/2017 7:39:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:55:08 AM,EventCreate,1,None,Application,djkvdihost180.jakarta01.com,JAKARTA01\budhasca  
Error,9/27/2017 7:54:57 AM,EventCreate,1,None,Application,djkvdihost180.jakarta01.com,JAKARTA01\budhasca  
Error,9/27/2017 7:54:55 AM,EventCreate,1,None,Application,djkvdihost180.jakarta01.com,JAKARTA01\budhasca  
Error,9/27/2017 7:55:13 AM,EventCreate,1,None,Application,djkvdihost857.jakarta01.com,JAKARTA01\abdul  
Error,9/27/2017 7:55:12 AM,EventCreate,1,None,Application,djkvdihost416.jakarta01.com,JAKARTA01\davidhs  
Error,9/27/2017 7:55:05 AM,WSH,1,None,Application,djkvdihost118.jakarta01.com,"CN=Jessica password will expire in 1 day(s) at 9/28/2017 7:39:59 AM

Press CTRL + ALT + DEL and select the ""Change a password"" option."
Error,9/27/2017 7:55:04 AM,EventCreate,1,None,Application,djkvdihost613.jakarta01.com,JAKARTA01\isnaini  
Error,9/27/2017 7:54:55 AM,EventCreate,1,None,Application,djkvdihost036.jakarta01.com,JAKARTA01\Ana  
Error,9/27/2017 7:54:54 AM,EventCreate,1,None,Application,djkvdihost544.jakarta01.com,JAKARTA01\lani  
Error,9/27/2017 7:54:52 AM,EventCreate,1,None,Application,djkvdihost180.jakarta01.com,JAKARTA01\budhasca  
Error,9/27/2017 7:54:50 AM,EventCreate,1,None,Application,djkvdihost321.jakarta01.com,JAKARTA01\Rinaldo  
Error,9/27/2017 7:54:46 AM,EventCreate,1,None,Application,djkvdihost895.jakarta01.com,JAKARTA01\naruhito  
Error,9/27/2017 7:54:43 AM,EventCreate,1,None,Application,djkvdihost741.jakarta01.com,JAKARTA01\christian  
Error,9/27/2017 7:54:06 AM,EventCreate,1,None,Application,djkvdihost137.jakarta01.com,JAKARTA01\tjahja  
Error,9/27/2017 7:54:28 AM,EventCreate,1,None,Application,djkvdihost301.jakarta01.com,JAKARTA01\janna  
Error,9/27/2017 7:54:20 AM,EventCreate,1,None,Application,djkvdihost357.jakarta01.com,JAKARTA01\alvita  
Error,9/27/2017 7:54:11 AM,EventCreate,1,None,Application,djkvdihost595.jakarta01.com,JAKARTA01\Anosa  
Error,9/27/2017 7:54:11 AM,EventCreate,1,None,Application,djkvdihost490.jakarta01.com,JAKARTA01\restiani  
Error,9/27/2017 7:54:04 AM,EventCreate,1,None,Application,djkvdihost835.jakarta01.com,JAKARTA01\Damal  
Error,9/27/2017 7:54:01 AM,EventCreate,1,None,Application,djkvdihost389.jakarta01.com,JAKARTA01\Danny  
Error,9/27/2017 7:53:54 AM,EventCreate,1,None,Application,djkvdihost731.jakarta01.com,JAKARTA01\nur endah  
Error,9/27/2017 7:53:47 AM,EventCreate,1,None,Application,djkvdihost850.jakarta01.com,JAKARTA01\andi  
Error,9/27/2017 7:53:45 AM,EventCreate,1,None,Application,djkvdihost137.jakarta01.com,JAKARTA01\tjahja  
Error,9/27/2017 7:53:28 AM,EventCreate,1,None,Application,djkvdihost570.jakarta01.com,JAKARTA01\Darmawati  
Error,9/27/2017 7:53:27 AM,EventCreate,1,None,Application,djkvdihost278.jakarta01.com,JAKARTA01\chris  
Error,9/27/2017 7:53:16 AM,EventCreate,1,None,Application,djkvdihost329.jakarta01.com,JAKARTA01\KristoforusAW  
Error,9/27/2017 7:52:47 AM,EventCreate,1,None,Application,djkvdihost489.jakarta01.com,JAKARTA01\titis  
